2	2	1
2	4	1
2	6	1
2	8	1
2	10	1
2	12	1
2	14	1
2	16	1
2	18	1
2	20	1
2	22	1
2	24	1
2	26	1
2	28	1
2	30	1
2	32	1
2	34	1
2	36	1
2	38	1
2	40	1
2	42	1
2	44	1
2	46	1
2	48	1
2	50	1
2	52	1
2	54	1
2	56	1
2	58	1
2	60	1
2	62	1
2	64	1
2	66	1
2	68	1
2	70	1
2	72	1
2	74	1
2	76	1
2	78	1
2	80	1
2	82	1
2	84	1
2	86	1
2	88	1
2	90	1
2	92	1
2	94	1
2	96	1
2	98	1
2	100	1
2	102	1
2	104	1
2	106	1
2	108	1
2	110	1
2	112	1
2	114	1
2	116	1
2	118	1
2	120	1
2	122	1
2	124	1
2	126	1
2	128	1
2	130	1
2	132	1
2	134	1
2	136	1
2	138	1
2	140	1
2	142	1
2	144	1
2	146	1
2	148	1
2	150	1
2	152	1
2	154	1
2	156	1
2	158	1
2	160	1
2	162	1
2	164	1
2	166	1
2	168	1
2	170	1
2	172	1
2	174	1
2	176	1
2	178	1
2	180	1
2	182	1
2	184	1
2	186	1
2	188	1
2	190	1
2	192	1
2	194	1
2	196	1
4	2	1
4	4	1
4	6	1
4	8	1
4	10	1
4	12	1
4	14	1
4	16	1
4	18	1
4	20	1
4	22	1
4	24	1
4	26	1
4	28	1
4	30	1
4	32	1
4	34	1
4	36	1
4	38	1
4	40	1
4	42	1
4	44	1
4	46	1
4	48	1
4	50	1
4	52	1
4	54	1
4	56	1
4	58	1
4	60	1
4	62	1
4	64	1
4	66	1
4	68	1
4	70	1
4	72	1
4	74	1
4	76	1
4	78	1
4	80	1
4	82	1
4	84	1
4	86	1
4	88	1
4	90	1
4	92	1
4	94	1
4	96	1
4	98	1
4	100	1
4	102	1
4	104	1
4	106	1
4	108	1
4	110	1
4	112	1
4	114	1
4	116	1
4	118	1
4	120	1
4	122	1
4	124	1
4	126	1
4	128	1
4	130	1
4	132	1
4	134	1
4	136	1
4	138	1
4	140	1
4	142	1
4	144	1
4	146	1
4	148	1
4	150	1
4	152	1
4	154	1
4	156	1
4	158	1
4	160	1
4	162	1
4	164	1
4	166	1
4	168	1
4	170	1
4	172	1
4	174	1
4	176	1
4	178	1
4	180	1
4	182	1
4	184	1
4	186	1
4	188	1
4	190	1
4	192	1
4	194	1
4	196	1
6	2	1
6	4	1
6	6	1
6	8	1
6	10	1
6	12	1
6	14	1
6	16	1
6	18	1
6	20	1
6	22	1
6	24	1
6	26	1
6	28	1
6	30	1
6	32	1
6	34	1
6	36	1
6	38	1
6	40	1
6	42	1
6	44	1
6	46	1
6	48	1
6	50	1
6	52	1
6	54	1
6	56	1
6	58	1
6	60	1
6	62	1
6	64	1
6	66	1
6	68	1
6	70	1
6	72	1
6	74	1
6	76	1
6	78	1
6	80	1
6	82	1
6	84	1
6	86	1
6	88	1
6	90	1
6	92	1
6	94	1
6	96	1
6	98	1
6	100	1
6	102	1
6	104	1
6	106	1
6	108	1
6	110	1
6	112	1
6	114	1
6	116	1
6	118	1
6	120	1
6	122	1
6	124	1
6	126	1
6	128	1
6	130	1
6	132	1
6	134	1
6	136	1
6	138	1
6	140	1
6	142	1
6	144	1
6	146	1
6	148	1
6	150	1
6	152	1
6	154	1
6	156	1
6	158	1
6	160	1
6	162	1
6	164	1
6	166	1
6	168	1
6	170	1
6	172	1
6	174	1
6	176	1
6	178	1
6	180	1
6	182	1
6	184	1
6	186	1
6	188	1
6	190	1
6	192	1
6	194	1
6	196	1
8	2	1
8	4	1
8	6	1
8	8	1
8	10	1
8	12	1
8	14	1
8	16	1
8	18	1
8	20	1
8	22	1
8	24	1
8	26	1
8	28	1
8	30	1
8	32	1
8	34	1
8	36	1
8	38	1
8	40	1
8	42	1
8	44	1
8	46	1
8	48	1
8	50	1
8	52	1
8	54	1
8	56	1
8	58	1
8	60	1
8	62	1
8	64	1
8	66	1
8	68	1
8	70	1
8	72	1
8	74	1
8	76	1
8	78	1
8	80	1
8	82	1
8	84	1
8	86	1
8	88	1
8	90	1
8	92	1
8	94	1
8	96	1
8	98	1
8	100	1
8	102	1
8	104	1
8	106	1
8	108	1
8	110	1
8	112	1
8	114	1
8	116	1
8	118	1
8	120	1
8	122	1
8	124	1
8	126	1
8	128	1
8	130	1
8	132	1
8	134	1
8	136	1
8	138	1
8	140	1
8	142	1
8	144	1
8	146	1
8	148	1
8	150	1
8	152	1
8	154	1
8	156	1
8	158	1
8	160	1
8	162	1
8	164	1
8	166	1
8	168	1
8	170	1
8	172	1
8	174	1
8	176	1
8	178	1
8	180	1
8	182	1
8	184	1
8	186	1
8	188	1
8	190	1
8	192	1
8	194	1
8	196	1
10	2	1
10	4	1
10	6	1
10	8	1
10	10	1
10	12	1
10	14	1
10	16	1
10	18	1
10	20	1
10	22	1
10	24	1
10	26	1
10	28	1
10	30	1
10	32	1
10	34	1
10	36	1
10	38	1
10	40	1
10	42	1
10	44	1
10	46	1
10	48	1
10	50	1
10	52	1
10	54	1
10	56	1
10	58	1
10	60	1
10	62	1
10	64	1
10	66	1
10	68	1
10	70	1
10	72	1
10	74	1
10	76	1
10	78	1
10	80	1
10	82	1
10	84	1
10	86	1
10	88	1
10	90	1
10	92	1
10	94	1
10	96	1
10	98	1
10	100	1
10	102	1
10	104	1
10	106	1
10	108	1
10	110	1
10	112	1
10	114	1
10	116	1
10	118	1
10	120	1
10	122	1
10	124	1
10	126	1
10	128	1
10	130	1
10	132	1
10	134	1
10	136	1
10	138	1
10	140	1
10	142	1
10	144	1
10	146	1
10	148	1
10	150	1
10	152	1
10	154	1
10	156	1
10	158	1
10	160	1
10	162	1
10	164	1
10	166	1
10	168	1
10	170	1
10	172	1
10	174	1
10	176	1
10	178	1
10	180	1
10	182	1
10	184	1
10	186	1
10	188	1
10	190	1
10	192	1
10	194	1
10	196	1
